,ID,ID_ORIGINAL,Gender,Portuguese_Citizenship,Age,Frequent_Traveler,Cellphone_Usage,Household_Size,JournalReader,Satisfaction_Level,Occupation,Political_Participation,Social_Person,Area_Residence,Household_Income
3108,4108,460121,Male,Yes,55,Yes,Low,3.0,0,2.0,Private company,Strong involvement,No,City,8261
3109,4109,459868,Female,Yes,46,Yes,Average,2.0,1,3.0,Private company,Strong involvement,No,City,8261
3110,4110,459952,Female,No,35,Yes,High,2.0,0,2.0,Private company,No involvement,No,City,15827
3111,4111,462039,Male,No,21,No,High,2.0,0,2.0,Private company,Some involvement,Yes,City,8261
3112,4112,464679,Male,Yes,41,Yes,Average,4.0,1,2.0,Private company,Unknown,Yes,Country-side,7000
3113,4113,463375,Female,Yes,45,Yes,Low,1.0,1,5.0,Government,Strong involvement,Yes,Country-side,7000
3114,4114,460624,Male,Yes,57,Yes,Average,2.0,0,3.0,Nothing,Strong involvement,No,City,13305
3115,4115,467796,Female,No,27,No,High,2.0,0,2.0,Private company,Some involvement,No,City,18349
3116,4116,461378,Female,No,35,Yes,Low,1.0,1,4.0,Private company,Unknown,No,City,18349
3117,4117,460707,Male,Yes,38,No,Average,3.0,1,2.0,Private company,Unknown,No,City,8261
3118,4118,464047,Male,No,43,Yes,High,3.0,0,2.0,Private company,Some involvement,No,City,10783
3119,4119,461622,Male,Yes,35,Yes,High,4.0,1,1.0,Public company,Strong involvement,No,City,12044
3120,4120,466975,Male,Yes,51,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,7000
3121,4121,467749,Male,No,19,No,High,9.0,0,1.0,Private company,Some involvement,Yes,City,8261
3122,4122,462545,Male,No,33,No,High,3.0,0,2.0,Private company,Strong involvement,Yes,Country-side,8261
3123,4123,466730,Female,Yes,38,Yes,High,2.0,0,2.0,Private company,Strong involvement,No,City,10783
3124,4124,465641,Female,Yes,47,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,7000
3125,4125,464935,Female,No,40,,High,1.0,0,4.0,Student,Strong involvement,Yes,Country-side,14566
3126,4126,464666,Male,Yes,41,Yes,Low,3.0,0,2.0,Private company,No involvement,Yes,Country-side,9522
3127,4127,461593,Female,Yes,37,Yes,Average,2.0,1,2.0,Government,Strong involvement,No,City,18349
3128,4128,464612,Male,No,32,Yes,High,2.0,0,2.0,Government,Strong involvement,No,City,8261
3129,4129,463236,Female,No,26,Yes,High,2.0,0,2.0,Private company,Some involvement,No,City,13305
3130,4130,459355,Female,Yes,78,No,High,1.0,0,8.0,Nothing,Strong involvement,No,City,7000
3131,4131,467159,Female,Yes,39,Yes,Average,2.0,0,2.0,Nothing,Strong involvement,No,City,17088
3132,4132,465298,Female,Yes,56,Yes,Average,2.0,1,3.0,Government,Strong involvement,Yes,City,8261
3133,4133,463990,Male,Yes,55,Yes,Average,2.0,1,3.0,Private company,Unknown,Yes,Country-side,8261
3134,4134,460907,Male,Yes,82,No,Average,3.0,0,3.0,Self-employed,Strong involvement,No,City,8261
3135,4135,463029,Male,Yes,51,No,Average,3.0,1,2.0,Private company,Unknown,No,City,7000
3136,4136,465766,Male,Yes,38,No,High,3.0,0,2.0,Private company,No involvement,Yes,Country-side,8261
3137,4137,460639,Female,Yes,73,Yes,High,5.0,0,2.0,Self-employed,Strong involvement,Yes,City,7000
3138,4138,466902,Male,Yes,50,Yes,Average,3.0,1,2.0,Government,Strong involvement,No,City,7000
3139,4139,461313,Male,Yes,57,Yes,Average,,1,,Private company,Unknown,No,City,8261
3140,4140,461232,Female,Yes,36,Yes,Average,,0,,Public company,Strong involvement,Yes,City,7000
3141,4141,460546,Female,Yes,71,Yes,Low,2.0,1,4.0,Self-employed,Strong involvement,Yes,City,8261
3142,4142,459166,Male,Yes,77,Yes,High,1.0,0,8.0,Private company,Unknown,No,City,8261
3143,4143,464698,Male,Yes,82,Yes,High,,0,,Self-employed,Strong involvement,Yes,Country-side,7000
3144,4144,465827,Male,No,27,No,High,7.0,0,1.0,,,Yes,Country-side,9522
3145,4145,464844,Female,No,31,Yes,High,4.0,0,1.0,Private company,Some involvement,Yes,Country-side,8261
3146,4146,467807,Male,Yes,50,Yes,Average,3.0,1,2.0,Public company,Strong involvement,No,City,8261
3147,4147,461017,Female,No,40,Yes,High,1.0,0,4.0,Nothing,Strong involvement,Yes,City,23393
3148,4148,462194,Male,Yes,61,No,High,3.0,0,3.0,Private company,Strong involvement,Yes,Country-side,7000
3149,4149,462189,Female,No,25,No,Low,4.0,1,1.0,Student,Strong involvement,Yes,Country-side,8261
3150,4150,465657,Female,Yes,53,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,7000
3151,4151,467335,Female,Yes,41,No,Low,2.0,0,3.0,Private company,Strong involvement,No,City,12044
3152,4152,462750,Male,No,22,No,High,8.0,0,1.0,Private company,Some involvement,No,City,18349
3153,4153,466413,Male,Yes,62,Yes,Low,5.0,0,2.0,Private company,Unknown,No,City,8261
3154,4154,462733,Male,Yes,55,No,Average,2.0,1,3.0,Private company,Unknown,No,City,7000
3155,4155,462278,Male,No,31,Yes,Low,4.0,1,1.0,Private company,Some involvement,No,City,7000
3156,4156,462956,Male,Yes,42,No,Average,5.0,1,1.0,Private company,Unknown,No,City,15827
3157,4157,467818,Female,Yes,37,Yes,High,3.0,1,2.0,Private company,Unknown,No,City,13305
3158,4158,460246,Male,Yes,46,Yes,Low,2.0,1,3.0,Private company,Unknown,No,City,12044
3159,4159,465030,Male,Yes,35,Yes,High,4.0,1,1.0,Public company,Strong involvement,No,City,18349
3160,4160,463928,Male,Yes,55,Yes,High,2.0,0,3.0,Private company,Unknown,No,City,8261
3161,4161,462284,Male,Yes,53,Yes,Average,4.0,1,2.0,Public company,Strong involvement,No,City,8261
3162,4162,465847,Female,No,40,Yes,High,1.0,0,4.0,Self-employed,Strong involvement,No,City,8261
3163,4163,461433,Male,Yes,70,Yes,High,3.0,1,3.0,Government,Strong involvement,No,City,8261
3164,4164,462185,Male,No,18,No,High,3.0,0,1.0,Government,Strong involvement,No,City,7000
3165,4165,465962,Male,Yes,33,Yes,High,2.0,0,2.0,Private company,Some involvement,Yes,City,7000
3166,4166,459749,Male,Yes,59,Yes,High,4.0,0,2.0,Private company,No involvement,Yes,Country-side,7000
3167,4167,461718,Female,Yes,48,No,Average,3.0,1,2.0,Public company,Strong involvement,Yes,City,18349
3168,4168,461954,Female,Yes,35,No,Average,6.0,1,1.0,Private company,Strong involvement,Yes,City,9522
3169,4169,465137,Male,Yes,57,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,8261
3170,4170,462772,Male,Yes,37,Yes,High,4.0,1,1.0,Private company,Some involvement,No,City,8261
3171,4171,463004,Male,Yes,48,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,7000
3172,4172,467277,Male,No,25,Yes,High,3.0,0,1.0,Private company,Unknown,No,City,23393
3173,4173,467006,Female,No,73,Yes,Low,1.0,1,8.0,Self-employed,Strong involvement,No,City,7000
3174,4174,465138,Male,No,35,Yes,High,3.0,0,2.0,Private company,No involvement,Yes,City,8261
3175,4175,461459,Female,Yes,35,Yes,High,3.0,0,2.0,Private company,Unknown,No,City,7000
3176,4176,463663,Female,No,37,Yes,High,2.0,0,2.0,,,No,City,7000
3177,4177,459134,Female,Yes,69,Yes,High,2.0,1,4.0,Self-employed,Strong involvement,No,City,7000
3178,4178,464706,Female,No,32,No,High,3.0,0,2.0,Government,Strong involvement,Yes,Country-side,8261
3179,4179,459003,Male,Yes,51,Yes,High,5.0,1,2.0,Government,Strong involvement,Yes,Country-side,7000
3180,4180,467761,Male,No,39,Yes,Low,2.0,1,2.0,Private company,Unknown,No,City,8261
3181,4181,465932,Male,No,35,No,High,1.0,0,4.0,Private company,Unknown,Yes,City,8261
3182,4182,460165,Female,No,40,Yes,High,1.0,0,4.0,Private company,No involvement,Yes,City,7000
3183,4183,462218,Male,Yes,53,No,Average,5.0,1,2.0,Public company,Strong involvement,Yes,Country-side,7000
3184,4184,467492,Female,Yes,57,Yes,High,2.0,0,3.0,Government,Strong involvement,Yes,City,8261
3185,4185,463544,Male,Yes,47,Yes,Average,4.0,1,2.0,Public company,Strong involvement,No,City,8261
3186,4186,463973,Male,Yes,56,No,High,5.0,1,2.0,Public company,Strong involvement,Yes,Country-side,7000
3187,4187,461073,Female,No,33,No,High,1.0,0,4.0,Private company,No involvement,Yes,City,8261
3188,4188,466126,Female,Yes,57,No,Low,1.0,1,6.0,Private company,Strong involvement,No,City,7000
3189,4189,465649,Female,Yes,43,Yes,High,1.0,0,5.0,Student,Strong involvement,No,City,14566
3190,4190,459229,Female,Yes,65,Yes,Average,4.0,1,2.0,Self-employed,Strong involvement,No,City,7000
3191,4191,460386,Male,Yes,29,Yes,High,2.0,0,2.0,Private company,Some involvement,No,City,7000
3192,4192,459583,Male,Yes,46,Yes,High,1.0,0,5.0,Private company,Unknown,No,City,8261
3193,4193,466390,Female,Yes,61,Yes,Average,,1,,Nothing,Strong involvement,Yes,City,8261
3194,4194,464470,Male,Yes,48,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,7000
3195,4195,459739,Male,Yes,72,No,Average,,0,,Private company,Strong involvement,No,City,8261
3196,4196,460149,Male,Yes,50,Yes,Low,2.0,1,3.0,Private company,Unknown,No,City,8261
3197,4197,460861,Male,No,21,No,High,3.0,0,1.0,Private company,Some involvement,Yes,City,8261
3198,4198,464480,Male,Yes,42,Yes,Average,3.0,1,2.0,Private company,Unknown,No,City,8261
3199,4199,459135,Male,Yes,53,Yes,High,4.0,1,2.0,Public company,Strong involvement,No,City,7000
3200,4200,465802,Male,Yes,25,Yes,Low,2.0,1,2.0,Private company,Some involvement,No,City,18349
3201,4201,466645,Male,Yes,66,Yes,Low,2.0,1,4.0,Self-employed,Strong involvement,No,City,13305
3202,4202,460457,Female,No,43,Yes,High,,0,,Private company,No involvement,Yes,City,17088
3203,4203,460637,Female,No,19,No,High,,0,,Private company,Some involvement,Yes,City,7000
3204,4204,459934,Male,No,49,Yes,Low,1.0,1,5.0,Private company,Unknown,No,City,7000
3205,4205,465251,Male,No,19,No,High,5.0,0,1.0,Private company,Some involvement,No,City,10783
3206,4206,467733,Male,Yes,62,No,High,3.0,1,3.0,Public company,Strong involvement,No,City,18349
3207,4207,460094,Female,No,39,Yes,High,1.0,0,4.0,Private company,Unknown,Yes,City,7000
3208,4208,460096,Female,Yes,78,No,High,1.0,0,8.0,Self-employed,Strong involvement,Yes,City,8261
3209,4209,459760,Female,Yes,42,Yes,High,1.0,0,5.0,Private company,Unknown,No,City,17088
3210,4210,465113,Male,Yes,66,Yes,High,2.0,1,4.0,Self-employed,Strong involvement,Yes,Country-side,8261
3211,4211,467474,Male,No,18,No,High,5.0,0,1.0,Private company,Some involvement,No,City,10783
3212,4212,463481,Female,Yes,37,Yes,Average,3.0,1,2.0,Private company,Unknown,Yes,City,7000
3213,4213,465784,Female,No,19,No,High,4.0,0,1.0,Private company,Some involvement,Yes,City,7000
3214,4214,467809,Male,Yes,46,Yes,Average,2.0,1,3.0,Government,Strong involvement,No,City,8261
3215,4215,463621,Male,Yes,53,No,High,1.0,0,6.0,Private company,No involvement,No,City,8261
3216,4216,463779,Female,No,32,No,High,,0,,Private company,Some involvement,Yes,City,7000
3217,4217,459800,Female,No,37,No,High,1.0,0,4.0,Private company,Strong involvement,No,City,7000
3218,4218,462399,Male,Yes,37,Yes,High,6.0,0,1.0,Public company,Strong involvement,No,City,8261
3219,4219,459961,Male,Yes,51,Yes,High,3.0,0,2.0,Private company,Unknown,Yes,City,17088
3220,4220,462428,Male,Yes,67,Yes,Average,3.0,1,3.0,Private company,No involvement,No,City,9522
3221,4221,464995,Male,Yes,45,No,Average,4.0,0,2.0,Public company,Strong involvement,Yes,Country-side,10783
3222,4222,465724,Male,No,35,Yes,High,2.0,0,2.0,Private company,Unknown,Yes,City,18349
3223,4223,460134,Male,Yes,39,Yes,Average,3.0,0,2.0,Private company,No involvement,No,City,18349
3224,4224,467722,Male,No,32,Yes,High,5.0,0,1.0,Government,Strong involvement,No,City,14566
3225,4225,461986,Male,No,31,Yes,Low,4.0,1,1.0,Private company,Some involvement,No,City,24654
3226,4226,463309,Male,Yes,50,Yes,Average,2.0,1,3.0,Private company,Unknown,Yes,City,7000
3227,4227,462869,Male,No,31,Yes,High,1.0,0,4.0,Government,Strong involvement,No,City,17088
3228,4228,466554,Male,No,26,No,High,3.0,0,1.0,Private company,Some involvement,No,City,7000
3229,4229,464326,Female,No,38,Yes,High,3.0,0,2.0,Private company,Unknown,No,City,8261
3230,4230,463585,Female,No,23,No,High,3.0,0,1.0,Private company,Some involvement,No,City,7000
3231,4231,461305,Male,No,22,No,High,3.0,0,1.0,Private company,Some involvement,No,City,8261
3232,4232,461487,Male,Yes,50,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,8261
3233,4233,462463,Male,Yes,61,No,Average,2.0,1,4.0,Private company,Unknown,No,City,8261
3234,4234,465978,Male,Yes,50,Yes,Average,3.0,1,2.0,Private company,Unknown,No,City,8261
3235,4235,459627,Male,No,40,Yes,High,2.0,0,2.0,Private company,Unknown,Yes,City,24654
3236,4236,465405,Female,,29,Yes,High,4.0,1,1.0,Nothing,Strong involvement,Yes,City,7000
3237,4237,467626,Male,Yes,31,Yes,Average,2.0,1,2.0,Private company,No involvement,No,City,17088
3238,4238,462855,Male,No,20,No,High,,0,,Private company,Some involvement,No,City,7000
3239,4239,460227,Male,No,33,No,Low,3.0,1,2.0,Private company,Some involvement,No,City,8261
3240,4240,467635,Female,No,41,Yes,Low,1.0,1,5.0,Private company,Unknown,No,City,18349
3241,4241,462504,Female,No,49,No,Low,1.0,1,5.0,Private company,Unknown,Yes,City,18349
3242,4242,466485,Male,Yes,37,Yes,Average,2.0,0,2.0,Public company,Strong involvement,Yes,City,18349
3243,4243,463445,Male,Yes,48,Yes,Low,3.0,0,2.0,Private company,Unknown,No,City,7000
3244,4244,465977,Male,Yes,71,Yes,Average,2.0,1,4.0,Private company,Unknown,No,City,7000
3245,4245,460576,Male,Yes,49,No,High,5.0,1,1.0,Public company,Strong involvement,Yes,City,18349
3246,4246,467505,Male,Yes,43,Yes,High,4.0,0,2.0,Private company,Unknown,No,City,7000
3247,4247,465479,Male,No,27,No,High,1.0,0,3.0,Private company,Unknown,Yes,Country-side,8261
3248,4248,464999,Male,Yes,66,Yes,High,2.0,1,4.0,Self-employed,Strong involvement,No,City,8261
3249,4249,466379,Female,Yes,58,Yes,Low,1.0,1,6.0,Nothing,Strong involvement,No,City,9522
3250,4250,459799,Male,Yes,47,Yes,Low,2.0,1,3.0,Private company,Unknown,No,City,8261
3251,4251,465817,Male,Yes,56,No,High,2.0,0,3.0,Public company,Strong involvement,Yes,Country-side,7000
3252,4252,464708,Male,No,20,No,High,8.0,0,1.0,Private company,Some involvement,Yes,Country-side,7000
3253,4253,465233,Male,Yes,57,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,7000
3254,4254,459789,Male,Yes,56,No,Average,2.0,1,3.0,Private company,Unknown,No,City,8261
3255,4255,460193,Male,No,42,Yes,High,2.0,0,3.0,Private company,No involvement,Yes,City,10783
3256,4256,467804,Female,Yes,43,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,8261
3257,4257,460919,Female,No,19,No,High,,0,,Private company,Some involvement,No,City,7000
3258,4258,465266,Male,Yes,49,Yes,Average,5.0,1,1.0,Private company,No involvement,Yes,Country-side,7000
3259,4259,466091,Female,Yes,46,Yes,Low,4.0,1,2.0,Private company,Unknown,Yes,Country-side,8261
3260,4260,459174,Male,No,43,Yes,Low,2.0,1,3.0,Private company,Unknown,Yes,Country-side,8261
3261,4261,463885,Male,Yes,51,Yes,High,1.0,0,6.0,Private company,Unknown,Yes,Country-side,8261
3262,4262,460206,Female,Yes,40,Yes,Low,2.0,1,2.0,Private company,No involvement,No,City,8261
3263,4263,467857,Female,Yes,28,Yes,High,2.0,0,2.0,Private company,Strong involvement,No,City,7000
3264,4264,462719,Female,Yes,55,Yes,High,5.0,1,2.0,Private company,Unknown,No,City,7000
3265,4265,458990,Female,Yes,71,No,Average,3.0,0,3.0,Self-employed,Strong involvement,No,City,8261
3266,4266,461717,Female,No,26,Yes,High,4.0,0,1.0,Private company,Some involvement,Yes,City,7000
3267,4267,460286,Female,No,41,Yes,High,1.0,0,5.0,Private company,Unknown,No,City,12044
3268,4268,461446,Female,Yes,66,Yes,High,2.0,1,4.0,Self-employed,Strong involvement,No,City,8261
3269,4269,464718,Male,No,25,No,Low,2.0,1,2.0,Private company,Some involvement,Yes,City,7000
3270,4270,463799,Female,No,41,Yes,Low,4.0,1,2.0,Private company,Unknown,Yes,City,7000
3271,4271,463527,Female,No,35,No,High,1.0,0,4.0,Private company,Unknown,No,City,23393
3272,4272,459715,Male,No,20,No,High,4.0,0,1.0,Private company,Some involvement,No,City,9522
3273,4273,463792,Female,No,38,No,Low,1.0,1,4.0,Private company,Strong involvement,No,City,7000
3274,4274,461417,Female,No,37,Yes,High,3.0,0,2.0,Government,Strong involvement,No,City,8261
3275,4275,464643,Female,Yes,79,No,Average,2.0,0,4.0,Private company,Strong involvement,Yes,Country-side,7000
3276,4276,459256,Female,Yes,46,Yes,High,4.0,1,2.0,Private company,Unknown,No,City,7000
3277,4277,460378,Female,No,40,Yes,High,1.0,0,4.0,Government,Strong involvement,No,City,8261
3278,4278,464300,Male,Yes,42,Yes,High,3.0,0,2.0,Private company,Unknown,Yes,Country-side,7000
3279,4279,463873,Male,Yes,57,Yes,Average,5.0,1,2.0,Private company,Unknown,No,City,8261
3280,4280,466030,Female,Yes,36,No,Low,2.0,1,2.0,Private company,No involvement,No,City,17088
3281,4281,462330,Female,No,30,No,Low,1.0,1,3.0,Private company,Unknown,No,City,8261
3282,4282,467560,Female,Yes,73,Yes,Low,2.0,1,4.0,Self-employed,Strong involvement,No,City,8261
3283,4283,462694,Male,Yes,61,Yes,Low,2.0,0,4.0,Private company,No involvement,No,City,14566
3284,4284,465076,Male,Yes,72,Yes,High,5.0,1,2.0,Private company,Unknown,No,City,7000
3285,4285,460405,Female,No,41,Yes,High,2.0,0,3.0,Private company,No involvement,No,City,13305
3286,4286,459260,Male,Yes,37,Yes,Average,4.0,1,1.0,Private company,Unknown,Yes,City,7000
3287,4287,467133,Female,Yes,72,Yes,High,,1,,Self-employed,Strong involvement,No,City,8261
3288,4288,460274,Female,Yes,58,Yes,Low,2.0,1,3.0,Private company,Unknown,No,City,15827
3289,4289,462204,Female,No,19,No,High,3.0,0,1.0,Student,Strong involvement,Yes,Country-side,8261
3290,4290,465904,Male,No,37,Yes,High,1.0,0,4.0,Private company,Unknown,No,City,18349
3291,4291,460012,Female,Yes,50,Yes,High,3.0,1,2.0,Private company,Unknown,Yes,City,8261
3292,4292,467321,Female,Yes,63,Yes,Low,2.0,1,4.0,Private company,Unknown,No,City,18349
3293,4293,459448,Male,Yes,40,Yes,High,3.0,1,2.0,Public company,Strong involvement,No,City,7000
3294,4294,467676,Male,Yes,40,Yes,High,2.0,0,2.0,Private company,No involvement,No,City,17088
3295,4295,467298,Male,Yes,61,Yes,High,2.0,0,4.0,Private company,Some involvement,No,City,8261
3296,4296,464210,Male,No,43,Yes,High,2.0,0,3.0,Student,Strong involvement,No,City,7000
3297,4297,465208,Male,Yes,37,Yes,Average,2.0,1,2.0,Private company,Unknown,No,City,8261
3298,4298,465448,Male,No,32,No,High,3.0,0,2.0,Private company,Some involvement,Yes,City,7000
3299,4299,463803,Female,No,30,Yes,High,2.0,0,2.0,Private company,No involvement,No,City,7000
3300,4300,461726,Female,Yes,53,Yes,Average,4.0,1,2.0,Private company,Unknown,Yes,City,8261
3301,4301,460722,Male,Yes,30,No,Low,3.0,0,1.0,Private company,No involvement,Yes,City,8261
3302,4302,465888,Male,Yes,37,Yes,Low,2.0,0,2.0,Government,Strong involvement,No,City,17088
3303,4303,463656,Male,Yes,53,Yes,High,3.0,0,2.0,Government,Strong involvement,No,City,7000
3304,4304,460583,Male,No,18,No,High,6.0,0,1.0,Student,Strong involvement,Yes,City,8261
3305,4305,465289,Male,Yes,25,Yes,Average,2.0,0,2.0,Public company,Strong involvement,No,City,8261
3306,4306,465024,Male,Yes,52,Yes,High,4.0,1,2.0,Public company,Strong involvement,No,City,7000
3307,4307,462864,Female,No,30,Yes,High,6.0,0,1.0,Private company,Some involvement,No,City,22132
3308,4308,465356,Female,,50,No,High,4.0,1,2.0,Private company,Unknown,No,City,8261
3309,4309,462909,Female,No,36,No,High,1.0,0,4.0,Private company,Strong involvement,No,City,7000
3310,4310,467397,Male,No,29,No,Low,4.0,1,1.0,Government,Strong involvement,No,City,17088
3311,4311,462931,Male,Yes,40,No,Low,3.0,0,2.0,Private company,No involvement,No,City,24654
3312,4312,465054,Male,Yes,67,Yes,High,3.0,1,3.0,Public company,Strong involvement,No,City,8261
3313,4313,465290,Male,Yes,46,Yes,High,5.0,1,1.0,Public company,Strong involvement,No,City,8261
3314,4314,464051,Male,Yes,53,Yes,Average,2.0,1,3.0,Government,Strong involvement,No,City,7000
3315,4315,459208,Female,Yes,61,Yes,High,2.0,1,4.0,Private company,Unknown,Yes,City,8261
3316,4316,465705,Female,Yes,46,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,8261
3317,4317,463459,Male,Yes,73,Yes,High,3.0,1,3.0,Private company,Unknown,No,City,13305
3318,4318,466677,Female,Yes,47,Yes,Low,3.0,0,2.0,Private company,No involvement,No,City,10783
3319,4319,465674,Female,No,39,Yes,High,2.0,0,2.0,Private company,No involvement,Yes,Country-side,8261
3320,4320,464303,Male,Yes,43,No,Average,2.0,1,3.0,Private company,Unknown,Yes,City,7000
3321,4321,460811,Female,Yes,52,No,Average,2.0,0,3.0,Private company,Strong involvement,No,City,8261
3322,4322,466367,Female,No,37,Yes,Low,1.0,1,4.0,Government,Strong involvement,Yes,City,13305
3323,4323,461674,Male,Yes,48,Yes,High,4.0,1,2.0,Public company,Strong involvement,No,City,7000
3324,4324,462098,Female,Yes,38,No,Average,3.0,1,2.0,Private company,No involvement,No,City,10783
3325,4325,464162,Male,Yes,81,Yes,High,2.0,1,5.0,Self-employed,Strong involvement,No,City,7000
3326,4326,459862,Male,Yes,70,No,Average,2.0,0,4.0,Public company,Strong involvement,No,City,7000
3327,4327,460558,Female,Yes,37,Yes,Low,1.0,1,4.0,Private company,Strong involvement,Yes,City,7000
3328,4328,467475,Female,Yes,66,Yes,Average,3.0,1,3.0,Private company,Unknown,No,City,7000
3329,4329,461292,Female,Yes,81,No,Average,2.0,0,5.0,Self-employed,Strong involvement,Yes,City,7000
3330,4330,467131,Male,Yes,50,Yes,Low,2.0,1,3.0,Private company,Unknown,No,City,7000
3331,4331,460048,Male,No,47,Yes,Low,1.0,1,5.0,Government,Strong involvement,No,City,8261
3332,4332,460329,Male,No,45,Yes,High,2.0,0,3.0,Private company,No involvement,No,City,14566
3333,4333,465569,Male,Yes,35,Yes,Average,3.0,0,2.0,Private company,Unknown,No,City,8261
3334,4334,461938,Female,No,33,Yes,High,2.0,0,2.0,Private company,Strong involvement,No,City,18349
3335,4335,462971,Female,Yes,70,Yes,Low,1.0,1,7.0,Private company,Strong involvement,No,City,7000
3336,4336,467271,Male,Yes,45,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,12044
3337,4337,466947,Male,Yes,57,No,High,5.0,1,2.0,Public company,Strong involvement,No,City,8261
3338,4338,464981,Male,Yes,45,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,7000
3339,4339,465416,Male,Yes,55,No,Average,4.0,0,2.0,Private company,Strong involvement,No,City,8261
3340,4340,461555,Male,No,27,No,High,1.0,0,3.0,Private company,No involvement,No,City,7000
3341,4341,463246,Female,Yes,38,No,High,2.0,0,2.0,Private company,Strong involvement,No,City,18349
3342,4342,465998,Female,No,40,Yes,High,3.0,0,2.0,Private company,Strong involvement,No,City,14566
3343,4343,459718,Male,Yes,65,Yes,Low,1.0,1,7.0,Public company,Strong involvement,No,City,8261
3344,4344,465231,Male,Yes,65,No,Average,2.0,1,4.0,Private company,Unknown,No,City,7000
3345,4345,467304,Male,No,33,No,Low,2.0,1,2.0,Government,Strong involvement,Yes,City,8261
3346,4346,464407,Female,Yes,50,Yes,High,3.0,0,2.0,Private company,Some involvement,No,City,8261
3347,4347,463999,Female,No,33,No,Low,3.0,1,2.0,Private company,Strong involvement,No,City,8261
3348,4348,459925,Male,Yes,68,No,Average,2.0,0,4.0,Public company,Strong involvement,Yes,Country-side,8261
3349,4349,464964,Female,Yes,71,No,High,2.0,1,4.0,Private company,Unknown,Yes,Country-side,7000
3350,4350,467815,Female,Yes,69,Yes,Low,2.0,1,4.0,Private company,Unknown,No,City,7000
3351,4351,465033,Female,Yes,56,Yes,Average,2.0,1,3.0,,,No,City,7000
3352,4352,463386,Female,Yes,43,Yes,Low,1.0,1,5.0,Government,Strong involvement,Yes,City,14566
3353,4353,461388,Male,No,21,No,High,5.0,0,1.0,Private company,Some involvement,Yes,City,7000
3354,4354,461442,Male,Yes,47,Yes,Average,6.0,1,1.0,Private company,Unknown,Yes,City,8261
3355,4355,462445,Male,No,18,No,High,3.0,0,1.0,Private company,Some involvement,No,City,7000
3356,4356,464154,Female,Yes,47,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,8261
3357,4357,465313,Male,No,31,No,Low,3.0,1,2.0,Private company,No involvement,No,City,7000
3358,4358,461663,Male,No,20,No,High,3.0,0,1.0,Private company,Some involvement,No,City,8261
3359,4359,464114,Female,No,36,No,High,2.0,0,2.0,Government,Strong involvement,No,City,7000
3360,4360,464810,Female,No,27,No,High,1.0,0,3.0,Private company,Strong involvement,Yes,Country-side,8261
3361,4361,463725,Male,Yes,46,Yes,Low,2.0,1,3.0,Private company,Unknown,No,City,8261
3362,4362,465388,Female,No,31,Yes,High,1.0,0,4.0,Student,Strong involvement,No,City,7000
3363,4363,463238,Male,No,22,No,High,5.0,0,1.0,Private company,Some involvement,No,City,7000
3364,4364,459950,Female,No,40,Yes,High,1.0,0,4.0,Private company,Unknown,No,City,7000
3365,4365,461463,Male,No,41,Yes,Low,1.0,1,5.0,Private company,Unknown,Yes,City,14566
3366,4366,463575,Female,No,28,Yes,High,3.0,0,1.0,Private company,No involvement,No,City,7000
3367,4367,461995,Female,No,30,No,High,1.0,0,3.0,Private company,Unknown,No,City,15827
3368,4368,462153,Male,Yes,59,No,Low,1.0,1,6.0,Private company,Unknown,No,City,7000
3369,4369,463340,Female,No,23,No,High,4.0,0,1.0,Private company,Some involvement,Yes,City,7000
3370,4370,466780,Female,No,36,Yes,High,,0,,Private company,Unknown,No,City,20871
3371,4371,462130,Male,Yes,45,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,18349
3372,4372,459533,Female,No,41,Yes,High,1.0,0,5.0,Private company,Unknown,No,City,8261
3373,4373,461045,Female,No,29,No,Low,2.0,1,2.0,Private company,No involvement,Yes,City,7000
3374,4374,461792,Female,No,23,No,High,5.0,0,1.0,Private company,Some involvement,Yes,City,14566
3375,4375,463191,Male,No,26,No,High,1.0,0,3.0,Private company,Some involvement,Yes,Country-side,8261
3376,4376,461165,Male,Yes,28,No,Low,2.0,0,2.0,Private company,Unknown,Yes,City,8261
3377,4377,464200,Female,No,32,No,High,3.0,0,2.0,Private company,Some involvement,No,City,8261
3378,4378,460625,Female,No,28,No,High,2.0,0,2.0,Student,Strong involvement,Yes,City,18349
3379,4379,463421,Male,Yes,53,Yes,Average,2.0,1,3.0,Private company,No involvement,Yes,Country-side,7000
3380,4380,459165,Male,No,27,No,Low,3.0,1,1.0,Government,Strong involvement,No,City,15827
3381,4381,463360,Female,Yes,50,Yes,Low,1.0,1,5.0,Private company,Unknown,No,City,12044
